Manufacturer,Model,ICAO Type Designator,ICAO Legacy WTC,RECAT-EU WTC
AEROSPATIALE,Dauphin,S360,L,CAT-F
AEROSPATIALE,SA-360 Dauphin,S360,L,CAT-F
AEROSPATIALE,SA-361 Dauphin,S360,L,CAT-F
SIKORSKY,S-434,S434,L,CAT-F
SIKORSKY,R-5,S51,L,CAT-F
SIKORSKY,S-51,S51,L,CAT-F
SIKORSKY,H-5,S51,L,CAT-F
SIKORSKY,HO3S,S51,L,CAT-F
SIKORSKY,S-52,S52,L,CAT-F
SIKORSKY,HO5S,S52,L,CAT-F
VAT,Hummingbird,S52,L,CAT-F
SIKORSKY,S-55,S55P,L,CAT-F
SIKORSKY,S-55A,S55P,L,CAT-F
SIKORSKY,S-55C,S55P,L,CAT-F
SIKORSKY,CH-19,S55P,L,CAT-F
SIKORSKY,Chickasaw,S55P,L,CAT-F
SIKORSKY,H-19,S55P,L,CAT-F
SIKORSKY,H-19 Chickasaw,S55P,L,CAT-F
SIKORSKY,HH-19,S55P,L,CAT-F
SIKORSKY,HO4S,S55P,L,CAT-F
SIKORSKY,HRS,S55P,L,CAT-F
SIKORSKY,UH-19,S55P,L,CAT-F
SIKORSKY,UH-19 Chickasaw,S55P,L,CAT-F
SIKORSKY,S-55T,S55T,L,CAT-F
VAT,Elite,S55T,L,CAT-F
WESTLAND,Whirlwind 3,S55T,L,CAT-F
WESTLAND,WS-55 Whirlwind 3,S55T,L,CAT-F
SIKORSKY,S-58,S58P,L,CAT-F
SIKORSKY,S-58B,S58P,L,CAT-F
SIKORSKY,CH-34 Chocktaw,S58P,L,CAT-F
SIKORSKY,Chocktaw,S58P,L,CAT-F
SIKORSKY,HH-34 Seahorse,S58P,L,CAT-F
SIKORSKY,HSS-1 Seabat,S58P,L,CAT-F
SIKORSKY,HUS Seahorse,S58P,L,CAT-F
SIKORSKY,S-58C,S58P,L,CAT-F
SIKORSKY,S-58D,S58P,L,CAT-F
SIKORSKY,Seabat,S58P,L,CAT-F
SIKORSKY,Seahorse,S58P,L,CAT-F
SIKORSKY,SH-34 Seabat,S58P,L,CAT-F
SIKORSKY,UH-34 Seahorse,S58P,L,CAT-F
SUD,S-58,S58P,L,CAT-F
SIKORSKY,S-58DT,S58T,L,CAT-F
SIKORSKY,S-58ET,S58T,L,CAT-F
SIKORSKY,S-58T,S58T,L,CAT-F
AGUSTA,AS-61A,S61,M,CAT-F
AGUSTA,AS-61N,S61,M,CAT-F
AGUSTA,ASH-61,S61,M,CAT-F
AGUSTA,SH-3,S61,M,CAT-F
HELIPRO,S-61 Shortsky,S61,M,CAT-F
HELIPRO,Shortsky,S61,M,CAT-F
MITSUBISHI,HSS-2,S61,M,CAT-F
MITSUBISHI,S-61A,S61,M,CAT-F
MITSUBISHI,S-61B,S61,M,CAT-F
SIKORSKY,Nuri,S61,M,CAT-F
SIKORSKY,CH-124 Sea King,S61,M,CAT-F
SIKORSKY,HSS-2 Sea King,S61,M,CAT-F
SIKORSKY,S-61A,S61,M,CAT-F
SIKORSKY,S-61A Nuri,S61,M,CAT-F
SIKORSKY,S-61B,S61,M,CAT-F
SIKORSKY,S-61D,S61,M,CAT-F
SIKORSKY,S-61L,S61,M,CAT-F
SIKORSKY,S-61N,S61,M,CAT-F
SIKORSKY,Sea King,S61,M,CAT-F
SIKORSKY,SH-3 Sea King,S61,M,CAT-F
SIKORSKY,UH-3 Sea King,S61,M,CAT-F
SIKORSKY,VH-3 Sea King,S61,M,CAT-F
UNITED CANADA,CH-124 Sea King,S61,M,CAT-F
WESTLAND,Commando,S61,M,CAT-F
WESTLAND,Sea King,S61,M,CAT-F
WESTLAND,WS-61 Commando,S61,M,CAT-F
WESTLAND,WS-61 Sea King,S61,M,CAT-F
AGUSTA,AS-61R,S61R,M,CAT-F
AGUSTA,HH-3,S61R,M,CAT-F
SIKORSKY,Pelican,S61R,M,CAT-F
SIKORSKY,CH-3,S61R,M,CAT-F
SIKORSKY,HH-3,S61R,M,CAT-F
SIKORSKY,HH-3 Pelican,S61R,M,CAT-F
SIKORSKY,S-61R,S61R,M,CAT-F
SIKORSKY,HH-52 Seaguard,S62,L,CAT-F
SIKORSKY,S-62,S62,L,CAT-F
SIKORSKY,Seaguard,S62,L,CAT-F
SIKORSKY,CH-54 Tarhe,S64,M,CAT-E
SIKORSKY,S-64 Skycrane,S64,M,CAT-E
SIKORSKY,Skycrane,S64,M,CAT-E
SIKORSKY,Tarhe,S64,M,CAT-E
AEROSPATIALE,Dauphin 2 (SA-365C),S65C,L,CAT-F
AEROSPATIALE,SA-365C Dauphin 2,S65C,L,CAT-F
KEYSTONE,S-76,S76,L,CAT-F
SIKORSKY,AUH-76,S76,L,CAT-F
SIKORSKY,Eagle,S76,L,CAT-F
SIKORSKY,H-76 Eagle,S76,L,CAT-F
SIKORSKY,S-76,S76,L,CAT-F
SIKORSKY,S-76 Spirit,S76,L,CAT-F
SIKORSKY,Spirit,S76,L,CAT-F
SIKORSKY,CH-148 Cyclone,S92,M,CAT-F
SIKORSKY,Cyclone,S92,M,CAT-F
SIKORSKY,H-92 Superhawk,S92,M,CAT-F
SIKORSKY,Superhawk,S92,M,CAT-F
SIKORSKY,Helibus,S92,M,CAT-F
SIKORSKY,S-92 Helibus,S92,M,CAT-F
SIKORSKY,S-97 Raider,S97,L,CAT-F
SIKORSKY,Raider,S97,L,CAT-F
ROTORWAY,Scorpion,SCOR,L,CAT-F
WESTLAND,Scout,SCOU,L,CAT-F
SILVERCRAFT,SH-4,SH4,L,CAT-F
KOPTER,SH-09,SH09,L,CAT-F
BELL,209 SuperCobra,SUCO,M,CAT-F
BELL,449 SuperCobra,SUCO,M,CAT-F
BELL,AH-1W SuperCobra,SUCO,M,CAT-F
BELL,AH-1Z SuperCobra,SUCO,M,CAT-F
BELL,SuperCobra,SUCO,M,CAT-F
PANHA,2091,SUCO,M,CAT-F
KOREA AEROSPACE,Surion,SURN,M,
BRISTOL,171 Sycamore,SYCA,L,CAT-F
BRISTOL,Sycamore,SYCA,L,CAT-F
AIRBUS HELICOPTERS,EC-665 Tiger,TIGR,L,CAT-F
AIRBUS HELICOPTERS,EC-665 Tigre,TIGR,L,CAT-F
AIRBUS HELICOPTERS,Tiger,TIGR,L,CAT-F
AIRBUS HELICOPTERS,Tigre,TIGR,L,CAT-F
AUSTRALIAN,EC-665 Tiger,TIGR,L,CAT-F
AUSTRALIAN,Tiger,TIGR,L,CAT-F
EUROCOPTER,EC-665 Tiger,TIGR,L,CAT-F
EUROCOPTER,EC-665 Tigre,TIGR,L,CAT-F
EUROCOPTER,Tiger,TIGR,L,CAT-F
EUROCOPTER,Tigre,TIGR,L,CAT-F
AGUSTA,AB-204,UH1,L,CAT-F
AGUSTA,AB-205,UH1,L,CAT-F
AGUSTA,Hkp3,UH1,L,CAT-F
AIDC,UH-1,UH1,L,CAT-F
BELL,204,UH1,L,CAT-F
BELL,205,UH1,L,CAT-F
BELL,210,UH1,L,CAT-F
BELL,CH-118,UH1,L,CAT-F
BELL,CUH-1H,UH1,L,CAT-F
BELL,EH-1 Iroquois,UH1,L,CAT-F
BELL,HH-1 Iroquois,UH1,L,CAT-F
BELL,Huey,UH1,L,CAT-F
BELL,Iroquois,UH1,L,CAT-F
BELL,SH-1 Iroquois,UH1,L,CAT-F
BELL,TH-1E Iroquois,UH1,L,CAT-F
BELL,TH-1F Iroquois,UH1,L,CAT-F
BELL,TH-1H Iroquois,UH1,L,CAT-F
BELL,TH-1L Iroquois,UH1,L,CAT-F
BELL,UH-1A Iroquois,UH1,L,CAT-F
BELL,UH-1B Iroquois,UH1,L,CAT-F
BELL,UH-1C Iroquois,UH1,L,CAT-F
BELL,UH-1D Iroquois,UH1,L,CAT-F
BELL,UH-1E Iroquois,UH1,L,CAT-F
BELL,UH-1F Iroquois,UH1,L,CAT-F
BELL,UH-1H Iroquois,UH1,L,CAT-F
BELL,UH-1L Iroquois,UH1,L,CAT-F
BELL,UH-1M Iroquois,UH1,L,CAT-F
BELL,UH-1V Iroquois,UH1,L,CAT-F
DORNIER,UH-1,UH1,L,CAT-F
FUJI,204,UH1,L,CAT-F
FUJI,205,UH1,L,CAT-F
FUJI,UH-1,UH1,L,CAT-F
GLOBAL,Huey 800,UH1,L,CAT-F
PANHA,Shabaviz 2-75,UH1,L,CAT-F
UNC,Ultra Huey,UH1,L,CAT-F
FAIRCHILD HILLER,E4,UH12,L,CAT-F
FAIRCHILD HILLER,L3,UH12,L,CAT-F
FAIRCHILD HILLER,L4,UH12,L,CAT-F
FAIRCHILD HILLER,OH-23 Raven,UH12,L,CAT-F
FAIRCHILD HILLER,Raven,UH12,L,CAT-F
FAIRCHILD HILLER,SL3,UH12,L,CAT-F
FAIRCHILD HILLER,SL4,UH12,L,CAT-F
FAIRCHILD HILLER,UH-12E,UH12,L,CAT-F
HILLER,H-23 Raven,UH12,L,CAT-F
HILLER,HTE Raven,UH12,L,CAT-F
HILLER,OH-23 Raven,UH12,L,CAT-F
HILLER,Raven,UH12,L,CAT-F
HILLER,UH-12B,UH12,L,CAT-F
HILLER,UH-12C,UH12,L,CAT-F
HILLER,UH-12E,UH12,L,CAT-F
HILLER,UH-12E3,UH12,L,CAT-F
HILLER,UH-12E4,UH12,L,CAT-F
HILLER,UH-12E5,UH12,L,CAT-F
HILLER,UH-12L3,UH12,L,CAT-F
HILLER,UH-12L4,UH12,L,CAT-F
HILLER,UH-12SL3,UH12,L,CAT-F
HILLER,UH-12SL4,UH12,L,CAT-F
ROGERSON HILLER,Hauler,UH12,L,CAT-F
ROGERSON HILLER,UH-12E Hauler,UH12,L,CAT-F
BELL,UH-1Y,UH1Y,M,CAT-F
AMERICAN,Ultrasport 496,ULTS,L,CAT-F
REVOLUTION,Voyager-500,V500,L,CAT-F
PZL-SWIDNIK,Anakonda,W3,L,CAT-F
PZL-SWIDNIK,Erka,W3,L,CAT-F
PZL-SWIDNIK,Gipsowka,W3,L,CAT-F
PZL-SWIDNIK,Huzar,W3,L,CAT-F
PZL-SWIDNIK,Procjon,W3,L,CAT-F
PZL-SWIDNIK,S-1 Procjon,W3,L,CAT-F
PZL-SWIDNIK,Sokól,W3,L,CAT-F
PZL-SWIDNIK,SRR-10 Procjon,W3,L,CAT-F
PZL-SWIDNIK,W-3 Anakonda,W3,L,CAT-F
PZL-SWIDNIK,W-3 Erka,W3,L,CAT-F
PZL-SWIDNIK,W-3 Gipsowka,W3,L,CAT-F
PZL-SWIDNIK,W-3 Huzar,W3,L,CAT-F
PZL-SWIDNIK,W-3 Sokól,W3,L,CAT-F
PZL-SWIDNIK,W-3 Gluszec,W3,L,CAT-F
PZL-SWIDNIK,Gluszec,W3,L,CAT-F
WESTLAND,Wasp,WASP,L,CAT-F
WESTLAND,Wessex,WESX,L,CAT-F
WESTLAND,WS-58 Wessex,WESX,L,CAT-F
WESTLAND,30,WG30,L,CAT-F
WESTLAND,WG-30,WG30,L,CAT-F
CHANGHE,WZ-10,WZ10,L,CAT-F
SIKORSKY,X-2,X2,L,CAT-F
EUROCOPTER,X-3,X3,L,CAT-F
PIASECKI,X-49 SpeedHawk,X49,M,CAT-F
PIASECKI,SpeedHawk,X49,M,CAT-F
SIKORSKY,X-49 SpeedHawk,X49,M,CAT-F
SIKORSKY,SpeedHawk,X49,M,CAT-F
AVIAIMPEX,KT-112 Yanhol,YNHL,L,CAT-F
AVIAIMPEX,Yanhol,YNHL,L,CAT-F
AEROKOPTER,AK-1,ZA6,L,CAT-F
AEROKOPTER,ZA-6 Sanka,ZA6,L,CAT-F
AEROKOPTER,Sanka,ZA6,L,CAT-F
SAFAT,2,ZA6,L,CAT-F
